Status,Question,Intention,Keyword,Note
MATCH,책 페이지 표시하는 끈 같은 거 어디 있나요?,"독서 위치 표시 (책갈피, 북마크)",책갈피,"MATCH | 책갈피 is a common and directly relevant term for marking pages in a book, aligning perfectly with the intention of ""독서 위치 표시 (책갈피, 북마크)""."
MATCH,"저기요, 고무장갑 제일 작은 거 어디 있어요?",특정 사이즈(S/소) 고무장갑 찾기,고무장갑,"MATCH | The keyword ""고무장갑"" (rubber gloves) is a good starting point to find rubber gloves, even if it doesn't specify the size. The user is looking for a specific size of rubber gloves, and ""고무장갑"" narrows down the search to the correct product category."
MATCH,"혹시 3,000원짜리 슬리퍼 여기 있는 게 다인가요?",특정 가격대 상품의 디자인 다양성 또는 추가 재고 확인,슬리퍼,"MATCH | The keyword ""슬리퍼"" (slippers) directly identifies the product of interest and is essential for finding slippers within the specified price range or checking for additional stock."
MATCH,이거 바구니 뚜껑은 따로 안 팔아요?,본체와 별도로 구성품(뚜껑)만 단독 구매 가능 여부 확인,바구니 뚜껑,"MATCH | The extracted keyword ""바구니 뚜껑"" (basket lid) directly addresses the user's intention of finding out if the lid for the basket can be purchased separately. The keyword is specific and relevant to the query."
MATCH,아이폰 충전기 줄 긴 거 어디 있어요?,길이(1.5m~2m 이상)가 긴 8핀 또는 C to 라이트닝 케이블 찾기,아이폰 충전기,"MATCH | ""아이폰 충전기"" is a good starting point for finding a Lightning cable for iPhones, even if it doesn't specify the length. A user searching for ""아이폰 충전기"" would likely be presented with various options, including long cables."
MATCH,종이컵 50개 들어있는 거 어디 있죠?,특정 수량(대용량) 패키지 종이컵 찾기,종이컵,"MATCH | ""종이컵"" is the core product the user is looking for, and even without the quantity specification, it's a good starting point for a search. The user can then filter for the specific quantity."
MATCH,벽에 붙이는 고리 좀 찾으려는데요.,"타공 없는 수납 도구(점착 후크, 흡착 행거) 찾기",벽걸이 고리,"MATCH | ""벽걸이 고리"" (wall-mounted hook) is a reasonable translation of ""벽에 붙이는 고리"" (hook to attach to the wall) and aligns with the intention of finding ""점착 후크"" (adhesive hook) or ""흡착 행거"" (suction hanger), which are types of wall-mounted hooks that don't require drilling."
MATCH,여기 건전지 코너가 어디예요?,"건전지(AA, AAA 등) 통합 진열 구역 찾기",건전지,"MATCH | The keyword ""건전지"" directly translates to ""battery"" and is the core product being searched for according to the intention."
MATCH,주방 가위 싼 거 어디 있나요?,"저가형(1,000원~2,000원) 주방용 절단 도구 찾기",주방 가위,"MATCH | ""주방 가위"" directly represents the core product sought in the intention, which is a 주방용 절단 도구. While the intention specifies a low-cost item, ""주방 가위"" is a necessary and good starting point for finding it."
MATCH,압축팩 큰 사이즈 재고 더 없나요?,이불/의류용 대형 압축팩 추가 물량 확인,압축팩,"MATCH | ""압축팩"" is a general term for the product, and the intention specifies a particular type (""이불/의류용 대형"") of 압축팩. While it's not a perfect match, searching for ""압축팩"" will likely lead the user to the desired product, allowing them to filter for size and type."
MATCH,샤워기 헤드 바꾸고 싶은데 어디로 가야 하죠?,욕실 용품 중 수전/교체용 헤드 코너 찾기,샤워기 헤드,"MATCH | The extracted keyword ""샤워기 헤드"" directly relates to the user's desire to find a replacement shower head, which aligns with the intention of finding the ""수전/교체용 헤드 코너"" within the ""욕실 용품"" category."
MATCH,박스테이프 투명한 거 어디 있어요?,포장용 투명 OPP 테이프 찾기,박스테이프,"MATCH | ""박스테이프"" (box tape) is a general term that includes ""포장용 투명 OPP 테이프"" (packaging clear OPP tape). Therefore, it is a reasonably good search term."
MATCH,섬유유연제 리필용 어디 있나요?,본품 외 경제적인 리필 파우치 형태 제품 찾기,섬유유연제,"MATCH | The keyword ""섬유유연제"" (fabric softener) is a good starting point for finding refill pouches of fabric softener, as it identifies the general product category."
MATCH,물티슈 100매짜리 어디 있어요?,대용량(100매 이상) 물티슈 찾기,물티슈,"MATCH | ""물티슈"" is a necessary keyword to find 물티슈 (wet wipes), and the user is looking for 물티슈. While it doesn't specify the quantity, it's a good starting point and relevant."
MATCH,여행용 치약 칫솔 세트 어디 있죠?,휴대용 구강 위생 키트 찾기,여행용 치약 칫솔 세트,"MATCH | ""여행용 치약 칫솔 세트"" is a very specific and relevant term that directly addresses the intention of finding a portable oral hygiene kit."
MATCH,종이 쇼핑백 좀 사고 싶은데요.,선물이나 물건 담기용 종이 가방 찾기,종이 쇼핑백,"MATCH | The extracted keyword ""종이 쇼핑백"" directly corresponds to the user's request to buy paper shopping bags for carrying items."
MATCH,S자 고리 어디에 있나요?,걸이식 수납을 위한 S형 후크 찾기,S자 고리,"MATCH | ""S자 고리"" directly translates to ""S-hook,"" which is precisely what the user is looking for to achieve hanging storage, as described in the intention."
MATCH,줄 이어폰 아직 팔아요?,블루투스 외 유선 이어폰(3.5mm/C타입) 재고 확인,이어폰,"MATCH | The keyword ""이어폰"" (earphones) is a broad term, but it's directly related to the user's intention of finding wired earphones. It's a good starting point for a search."
MATCH,A4 클리어 파일 어디 있어요?,서류 보관용 내지 포함 파일첩 찾기,클리어파일,"MATCH | ""클리어파일"" is a specific type of filing product, directly related to the intention of finding a file folder or filing product for document storage."
MATCH,반찬통 유리로 된 거 어디 있죠?,내열유리 또는 일반 유리 소재 밀폐용기 찾기,반찬통,"MATCH | ""반찬통"" directly refers to a container for side dishes, which aligns with the intention of finding a 밀폐용기 (sealed container) for 반찬 (side dishes). While it doesn't specify the material (유리 - glass), it's a good starting point for finding the desired product."
MATCH,캠핑용 돗자리 어디 있어요?,야외용 매트 또는 은박 돗자리 찾기,돗자리,"MATCH | ""돗자리"" (mat) is a general term for a mat, and in the context of camping, it's a reasonable search term to find ""야외용 매트"" (outdoor mat) or ""은박 돗자리"" (foil mat)."
MATCH,쓰레기 종량제 봉투는 계산대에서 사나요?,구청 지정 쓰레기 봉투 판매 위치 확인,종량제 봉투,"MATCH | ""종량제 봉투"" is a good search term to find information about where to buy 구청 지정 쓰레기 봉투."
MATCH,"우산 5,000원짜리 어디 있어요?",다이소 내 고가(장우산/자동우산) 라인업 찾기,우산,"MATCH | The extracted keyword ""우산"" (umbrella) is a good starting point to find umbrellas, even if the user's intention is to find a specific type (expensive long/automatic umbrellas) within Daiso. Searching for ""우산"" will lead to the general category, from which the user can then filter based on price and type."
MATCH,애들 노는 클레이 어디 있나요?,"점토 놀이(아이클레이, 컬러 점토) 코너 찾기",클레이,"MATCH | ""클레이"" (clay) is a direct and relevant keyword for finding ""점토 놀이"" (clay play) products like ""아이클레이"" (eye clay) or ""컬러 점토"" (color clay)."
MATCH,강아지 간식 코너 어디예요?,반려동물 식품(개 간식) 구역 찾기,강아지 간식,"MATCH | ""강아지 간식"" is a direct and relevant search term to find ""반려동물 식품(개 간식) 구역"" (dog snack section)."
MATCH,여자 덧버선 어디 있어요?,신발 밖으로 안 보이는 여성용 페이크삭스 찾기,덧버선,"MATCH | ""덧버선"" directly translates to ""덧신,"" which is a type of sock. ""여자 덧버선"" (women's 덧신) is a reasonable search term to find women's socks, including the type of invisible sock described in the intention."
MATCH,주방 세제 퐁퐁 어디 있죠?,식기 세척용 액체 세제 찾기,퐁퐁,"MATCH | 퐁퐁 is a well-known brand name for 식기 세척용 액체 세제 in Korea. Therefore, it's a good search term to find the intended product."
MATCH,일회용 면도기 어디 있어요?,여행/비상용 다회 패키지 면도기 찾기,일회용 면도기,"MATCH | The extracted keyword ""일회용 면도기"" (disposable razor) directly relates to the intention of finding a disposable razor, even if the intention specifies a travel/emergency multi-pack. A user looking for a travel pack of disposable razors would likely start by searching for ""disposable razors."""
MATCH,3구 멀티탭 어디 있나요?,소켓이 3개인 전원 연장선 찾기,멀티탭,"MATCH | ""멀티탭"" (multi-tap) directly translates to a power strip or extension cord, which is relevant to finding a power extension cord with 3 sockets."
MATCH,수납함 투명한 거 어디 있어요?,내용물 확인이 쉬운 플라스틱 정리함 찾기,수납함,"MATCH | ""수납함"" directly relates to finding storage containers, which aligns with the intention of finding a specific type of storage container (""플라스틱 정리함""). While it doesn't specify the material or transparency, it's a good starting point."
MATCH,꽃 가위 어디 있죠?,원예용 전정 가위 또는 꽃꽂이 가위 찾기,꽃 가위,"MATCH | ""꽃 가위"" is a direct and appropriate term for finding 원예용 전정 가위 또는 꽃꽂이 가위."
MATCH,부탄가스 어디 있어요?,휴대용 가스레인지용 연료 찾기,부탄가스,"MATCH | ""부탄가스"" directly refers to the fuel used for portable gas stoves, making it a very relevant search term for finding 휴대용 가스레인지용 연료."
MATCH,바지 걸이 어디 있나요?,하의 전용 집게형 또는 개방형 옷걸이 찾기,바지 걸이,"MATCH | ""바지 걸이"" directly translates to ""pants hanger,"" which is a fitting search term for finding ""하의 전용 집게형 또는 개방형 옷걸이 찾기"" (finding clip-type or open-type hangers specifically for bottoms)."
MATCH,욕실 실리콘 투명한 거 어디 있어요?,욕실 보수용 투명 충전재/코킹재 찾기,욕실 실리콘,"MATCH | ""욕실 실리콘"" (bathroom silicone) is a reasonable search term for finding transparent filler/caulk for bathroom repair. It directly relates to the product category."
MATCH,의자 다리에 끼우는 소음 방지 캡 어디 있죠?,가구 이동 소음 및 바닥 긁힘 방지 캡 찾기,소음 방지 캡,"MATCH | ""소음 방지 캡"" is a key component of finding ""가구 이동 소음 및 바닥 긁힘 방지 캡""."
MATCH,식물 물 주는 분무기 어디 있어요?,원예용 스프레이 공병 찾기,분무기,"MATCH | ""분무기"" is a direct translation of ""sprayer"" and is a relevant keyword for finding a ""원예용 스프레이 공병"" (gardening spray bottle)."
MATCH,포스트잇 노란색 어디 있나요?,점착 메모지(표준형) 찾기,포스트잇,"MATCH | ""포스트잇"" is the brand name for 점착 메모지, specifically the standard type, so it is a good search term to find the product. The question also specifies the color, which is a helpful detail."
MATCH,빨래 바구니 큰 거 어디 있어요?,대용량 세탁물 보관함 찾기,빨래 바구니,"MATCH | ""빨래 바구니"" (laundry basket) is a reasonable starting point for finding a ""대용량 세탁물 보관함"" (large-capacity laundry storage). The keyword directly relates to the product category, although it might need refinement to specify ""large"" or ""capacity"" later."
MATCH,커튼 달 때 쓰는 봉 어디 있죠?,못 없이 설치하는 압축봉 또는 일반 커튼봉 찾기,커튼봉,"MATCH | ""커튼봉"" is a direct and relevant term for finding a curtain rod, which is the core component needed whether installing with or without nails. It aligns with the intention of finding either a compression rod or a standard curtain rod."
MATCH,방향제 코너 어디예요?,"디퓨저, 자동 분사기, 젤형 방향제 구역 찾기",방향제,"MATCH | ""방향제"" is a broad term that encompasses diffusers, automatic sprayers, and gel-type air fresheners, making it a relevant keyword for finding these products."
MATCH,빨래망 사각으로 된 거 어디 있어요?,특정 형태(사각)의 세탁 보호망 찾기,빨래망,"MATCH | ""빨래망"" (laundry net) is a broad term that encompasses ""세탁 보호망"" (laundry protection net). While it doesn't specifically include ""사각"" (square), it's a reasonable starting point for finding the desired product, as users can then filter or browse for square-shaped ones."
MATCH,핸드폰 거치대 차에서 쓰는 거 어디 있죠?,차량용 송풍구/대시보드 스마트폰 거치대 찾기,핸드폰 거치대,"MATCH | ""핸드폰 거치대"" is a good starting point to find a smartphone holder, and the user's intention is to find a smartphone holder for car use. It's a general term that can lead to the desired product with further filtering or browsing."
MATCH,양면테이프 강력한 거 어디 있어요?,접착력이 강한 아크릴 또는 폼 양면테이프 찾기,양면테이프,"MATCH | ""양면테이프"" is the primary product being searched for, and is present in both the question and the target intention. While the intention specifies ""강력한"" (strong) and materials like acrylic or foam, ""양면테이프"" is a necessary starting point for finding those."
MATCH,흰색 실내화 240 사이즈 있나요?,특정 컬러 및 사이즈의 실내화/실습화 확인,실내화,"MATCH | The keyword ""실내화"" (indoor shoes) directly relates to the product type mentioned in the target intention ""특정 컬러 및 사이즈의 실내화/실습화 확인"" (check for indoor shoes/practice shoes of a specific color and size). It's a good starting point for finding the desired product."
MATCH,전자레인지용 덮개 어디 있어요?,가열 시 음식 튐 방지용 플라스틱 커버 찾기,전자레인지용 덮개,"MATCH | The extracted keyword ""전자레인지용 덮개"" directly translates to ""microwave cover,"" which is exactly what someone would search for to find a plastic cover to prevent food splatter in a microwave."
MATCH,현관문에 붙이는 자석 후크 어디 있죠?,철제문에 부착 가능한 강력 자석 고리 찾기,자석 후크,"MATCH | ""자석 후크"" directly translates to ""magnetic hook,"" which is a core component of the intention ""철제문에 부착 가능한 강력 자석 고리 찾기"" (finding a strong magnetic hook attachable to a metal door)."
MATCH,창문에 붙이는 뽁뽁이 어디 있어요?,단열용 에어캡 시트 찾기,뽁뽁이,"MATCH | ""뽁뽁이"" is a common and easily recognizable term for the air bubble cushioning material often used for insulation, directly aligning with the intention of finding an air cap sheet for insulation."
MATCH,동전 건전지 어디 있나요?,리튬 단추형 건전지(CR계열) 찾기,동전 건전지,"MATCH | ""동전 건전지"" is a common and easily understood term for ""리튬 단추형 건전지(CR계열)"", so it's a good search term to fulfill the intention."
MATCH,나무 뒤집개 어디 있어요?,조리도구 중 우드 소재 뒤집개 찾기,나무 뒤집개,"MATCH | ""나무 뒤집개"" directly translates to ""wooden spatula,"" which is a specific type of cooking utensil made of wood, fulfilling the intention of finding a wooden spatula among cooking tools."
MATCH,화장품 담는 작은 공병 어디 있죠?,소분용 펌프/스프레이/크림 용기 찾기,공병,"MATCH | ""공병"" (empty bottle) is a relevant and commonly used term for small containers used to hold cosmetics, aligning well with the intention of finding containers for dividing cosmetics."
MATCH,벽에 자국 안 남는 테이프 어디 있어요?,제거 시 흔적 없는 마스킹 테이프 또는 실리콘 테이프 찾기,테이프,"MATCH | ""테이프"" is a broad term, but it's a necessary component of the user's query. Someone looking for residue-free tape needs to search for ""테이프"" first. Additional keywords will refine the search, but ""테이프"" is a good starting point."
MATCH,순간접착제 어디 있나요?,강력하고 빠른 접착이 가능한 액상 접착제 찾기,순간접착제,"MATCH | The extracted keyword ""순간접착제"" (instant adhesive) directly corresponds to the user's intention of finding a ""강력하고 빠른 접착이 가능한 액상 접착제"" (strong and fast-drying liquid adhesive). ""순간접착제"" is the standard term for this type of adhesive."
MATCH,스테인리스 빨대 어디 있어요?,다회용 금속 빨대 세트 찾기,스테인리스 빨대,"MATCH | ""스테인리스 빨대"" (stainless steel straw) directly relates to ""다회용 금속 빨대"" (reusable metal straw) as stainless steel is a type of metal. The keyword is likely to lead to the desired product."
MATCH,리빙박스 제일 큰 거 어디 있죠?,대용량 의류/잡동사니 수납함 찾기,리빙박스,"MATCH | ""리빙박스"" directly translates to ""living box,"" which is a common term for storage containers, including those used for clothes and miscellaneous items. Therefore, it's a good search term for finding the intended product."
MATCH,손잡이 있는 플라스틱 바구니 어디 있어요?,이동이 편리한 수납 바구니 찾기,플라스틱 바구니,"MATCH | 플라스틱 바구니는 수납 바구니의 재질을 나타내므로, 이동이 편리한 수납 바구니를 찾는 데 도움이 될 수 있다. 손잡이 유무는 키워드에 없지만, 플라스틱 바구니라는 키워드를 통해 관련 상품 검색이 가능할 것이다."
MATCH,미끄럼 방지 패드 어디 있나요?,카페트나 가구 밑에 까는 논슬립 패드 찾기,미끄럼 방지 패드,"MATCH | The extracted keyword ""미끄럼 방지 패드"" directly translates to ""anti-slip pad"" which is a reasonable search term to find non-slip pads for carpets or under furniture, thus fulfilling the intention."
MATCH,페달 밟는 쓰레기통 어디 있어요?,손을 안 쓰고 여는 페달식 휴지통 찾기,쓰레기통,"MATCH | ""쓰레기통"" (trash can) is a general term that encompasses the more specific ""페달식 휴지통"" (pedal-operated trash can). While not perfectly precise, it's a reasonable starting point for finding the intended product."
MATCH,무선 마우스 어디 있나요?,블루투스 또는 리시버형 PC 마우스 찾기,무선 마우스,"MATCH | ""무선 마우스"" (wireless mouse) is a direct translation of the intention ""블루투스 또는 리시버형 PC 마우스 찾기"" (finding a Bluetooth or receiver-type PC mouse). It's a good search term because it encompasses both Bluetooth and receiver-type wireless mice."
MATCH,검정색 면 마스크 어디 있어요?,일회용 외 다회용 검은색 천 마스크 찾기,면 마스크,"MATCH | The extracted keyword ""면 마스크"" (cotton mask) directly relates to the user's intention of finding a reusable black cotton mask. While it doesn't explicitly specify the color or reusability, it's a good starting point and narrows down the search to the correct type of mask."
MATCH,멀티탭 5미터짜리 있나요?,케이블 길이가 매우 긴 연장선 확인,멀티탭,"MATCH | While ""멀티탭"" (multi-tap) doesn't explicitly mention the cable length, it's a reasonable starting point for finding an extension cord. A user looking for a 5-meter extension cord would likely search for ""멀티탭"" first, then filter or refine their search by length."
MATCH,아기들 칫솔 어디 있어요?,영유아용 작은 헤드와 부드러운 모 칫솔 찾기,아기들 칫솔,"MATCH | ""아기들 칫솔"" directly translates to ""baby toothbrush,"" which is a reasonable and common search term for finding toothbrushes suitable for babies. This aligns well with the intention of finding small-headed, soft-bristled toothbrushes for infants and toddlers."
MATCH,포스터 붙일 때 쓰는 껌 같은 거 어디 있어요?,벽 손상 없는 점착 점토(블루택류) 찾기,점착제,"MATCH | ""점착제"" (adhesive) is a broader term that encompasses 점착 점토 (adhesive clay) or 블루택 (Blu-Tack), making it a reasonable search term to find the desired product, even if not the most specific."
MATCH,신발 탈취제 어디 있나요?,신발 내부 냄새 제거 스프레이나 볼 찾기,신발 탈취제,"MATCH | ""신발 탈취제"" directly translates to ""shoe deodorizer,"" which is exactly what the user is looking for based on the target intention of finding a spray or ball to remove odors from inside shoes."
MATCH,하수구 뚫는 세제 어디 있어요?,배수관 세정제(배수구 뻥) 찾기,하수구 뚫는 세제,"MATCH | The extracted keyword ""하수구 뚫는 세제"" (drain cleaner) directly translates to a product used for clearing clogged drains, which aligns perfectly with the target intention of finding a drain cleaner (""배수관 세정제"")."
MATCH,먼지 제거하는 스프레이 어디 있죠?,기기 청소용 에어 스프레이 찾기,먼지 제거 스프레이,"MATCH | ""먼지 제거 스프레이"" directly relates to finding air spray for cleaning devices, as it specifically targets the removal of dust."
MATCH,김장용 비닐봉투 큰 거 어디 있어요?,대형 사이즈 김장 비닐 또는 다용도 대형 비닐 찾기,김장용 비닐봉투,"MATCH | The extracted keyword ""김장용 비닐봉투"" (kimchi-making plastic bag) directly relates to the intention of finding large plastic bags for kimchi preparation, which is a ""대형 사이즈 김장 비닐"" (large-size kimchi plastic bag)."
MATCH,전선 정리하는 타이 어디 있나요?,일회용 케이블 타이 또는 벨크로 타이 찾기,타이,"MATCH | ""타이"" is a broad term that could include various types of ties, but in the context of ""전선 정리하는 타이"" (ties for organizing wires), it's reasonable to assume the user is looking for cable ties, which aligns with the intention of finding disposable cable ties or velcro ties."
MATCH,가구 밑에 붙이는 부직포 어디 있어요?,긁힘 방지용 접착 부직포 패드 찾기,부직포,"MATCH | ""부직포"" is a core component of ""긁힘 방지용 접착 부직포 패드"". Searching for ""부직포"" will likely lead to relevant results, even if it requires further refinement."
MATCH,보풀 제거기 어디 있죠?,의류 보풀 제거용 전동 기기 찾기,보풀 제거기,"MATCH | The extracted keyword ""보풀 제거기"" (lint remover) directly refers to the product described in the intention ""의류 보풀 제거용 전동 기기 찾기"" (finding electric devices for removing lint from clothes). It's a good and relevant search term."
MATCH,택배 쌀 때 쓰는 뽁뽁이 어디 있어요?,포장용 완충 에어캡 찾기,뽁뽁이,"MATCH | ""뽁뽁이"" is a common Korean term for bubble wrap, which is a type of air cap used for packaging, so it's a good search term for ""포장용 완충 에어캡"" (packaging air cap)."
MATCH,탁상용 거울 어디 있나요?,책상에 세워두는 화장용 거울 찾기,탁상용 거울,"MATCH | The extracted keyword ""탁상용 거울"" (desktop mirror) directly corresponds to the user's intention of finding a cosmetic mirror that stands on a desk."
MATCH,옷에 먼지 떼는 돌돌이 어디 있어요?,테이프 크리너(리클리너) 본체 또는 세트 찾기,돌돌이,"MATCH | ""돌돌이"" is a common Korean term for a lint roller, which is the core product the user is looking for (테이프 크리너)."
MATCH,욕실 곰팡이 제거제 어디 있나요?,타일이나 실리콘 곰팡이 세정제 찾기,욕실 곰팡이 제거제,"MATCH | The extracted keyword ""욕실 곰팡이 제거제"" (bathroom mold remover) directly relates to the intention of finding mold cleaning products for tiles or silicone in the bathroom. It is a reasonable search term to fulfill the intention."
MATCH,자전거 자물쇠 번호로 된 거 어디 있어요?,다이얼식 자전거 잠금장치 찾기,자전거 자물쇠,"MATCH | ""자전거 자물쇠"" (bicycle lock) is a general term that includes ""다이얼식 자전거 잠금장치"" (dial-type bicycle lock). Searching for ""자전거 자물쇠"" will likely show dial-type locks among other types."
MATCH,주방용 타이머 어디 있나요?,요리 시간 측정용 디지털/아날로그 타이머 찾기,주방용 타이머,"MATCH | ""주방용 타이머"" is a direct and relevant term for finding a digital or analog timer for cooking."
MATCH,선물 포장 리본 어디 있어요?,장식용 리본 끈 또는 타이 찾기,선물 포장 리본,"MATCH | ""선물 포장 리본"" directly translates to ""gift wrapping ribbon,"" which is a specific type of ""장식용 리본 끈"" (decorative ribbon string) or ""타이"" (tie). Therefore, it is a good search term to fulfill the intention of finding decorative ribbons or ties for gift wrapping."
MATCH,차량용 충전 잭 어디 있죠?,시거잭 전원 소켓 또는 USB 충전기 찾기,차량용 충전 잭,"MATCH | The extracted keyword ""차량용 충전 잭"" (vehicle charging jack) directly relates to the intention of finding a cigarette lighter socket or USB charger in a car. It's a reasonable search term for achieving this."
MATCH,팔굽혀펴기 하는 기구 어디 있나요?,홈트레이닝용 푸쉬업 바 찾기,팔굽혀펴기 기구,"MATCH | The extracted keyword ""팔굽혀펴기 기구"" (push-up equipment) is a good search term for finding ""홈트레이닝용 푸쉬업 바"" (home training push-up bars). It accurately describes the product and implies the user is looking for equipment to aid in doing push-ups."
MATCH,창문 닦는 밀대 어디 있어요?,윈도우 스퀴지 또는 연장형 유리창 닦이 찾기,창문 닦는 밀대,"MATCH | The extracted keyword ""창문 닦는 밀대"" (window cleaning squeegee) directly describes the product sought in the target intention ""윈도우 스퀴지 또는 연장형 유리창 닦이 찾기"" (window squeegee or extended glass cleaner)."
MATCH,안경 닦는 천 어디 있나요?,극세사 안경 클리너 찾기,안경 닦는 천,"MATCH | The extracted keyword ""안경 닦는 천"" (eyeglass cleaning cloth) directly translates to the user's need for cleaning eyeglasses, which is essentially what a ""극세사 안경 클리너"" (microfiber eyeglass cleaner) is. While ""극세사"" (microfiber) provides more detail, ""안경 닦는 천"" is a perfectly reasonable and understandable search term for the intended product."
MATCH,어항 꾸미는 돌 어디 있어요?,수족관용 바닥재/자갈 찾기,돌,"MATCH | ""돌"" is a reasonable search term for ""수족관용 바닥재/자갈"" as many aquarium substrates are made of stone."
MATCH,다이어리 꾸미는 스티커 어디 있죠?,다꾸용 데코 스티커 코너 찾기,스티커,"MATCH | ""스티커"" is a good general keyword that can lead to finding ""다꾸용 데코 스티커"". It's a core component of the user's intention."
MATCH,문 쾅 안 닫히게 하는 스토퍼 어디 있어요?,문 고정용 말굽 또는 바닥 고정형 스토퍼 찾기,문쾅방지,"MATCH | ""문쾅방지"" (door slam prevention) is a reasonably good search term to find products that prevent doors from slamming shut, which can include door stoppers or similar devices intended to hold a door open or prevent it from slamming. The target intention is to find a doorstop or floor-mounted stopper to hold the door in place."
MATCH,에어컨 세정제 어디 있나요?,에어컨 내부 필터/냉각핀 청소 스프레이 찾기,에어컨 세정제,"MATCH | ""에어컨 세정제"" directly translates to ""air conditioner cleaner,"" which is precisely the type of product the user is looking for to clean the internal filter/cooling fins of their air conditioner."
MATCH,철 수세미 어디 있어요?,찌든 때 제거용 금속 수세미 찾기,철 수세미,"MATCH | ""철 수세미"" directly translates to ""steel scrub pad"" and is a very specific term for finding the product described in the intention, which is a metal scrub pad for removing stubborn stains."
MATCH,머리끈 검정색 어디 있나요?,기본형 검은색 고무줄 또는 머리끈 찾기,머리끈,"MATCH | ""머리끈"" is a general term for hair ties/bands, and the intention is to find a basic, black hair tie. ""머리끈"" is a relevant starting point for the search."
MATCH,기름종이 어디 있어요?,얼굴 피지 제거용 페이셜 페이퍼 찾기,기름종이,"MATCH | ""기름종이"" directly translates to ""oil blotting paper,"" which is precisely what someone would use to remove facial oil, thus fulfilling the intention of finding facial paper for removing facial sebum."
MATCH,발뒤꿈치 미는 거 어디 있죠?,각질 제거용 콘커터 또는 풋 파일 찾기,발뒤꿈치,"MATCH | ""발뒤꿈치"" is a good keyword as the target intention is related to removing callus from the heel. Searching for ""발뒤꿈치"" will likely lead to products that address heel problems."
MATCH,상토나 배양토 어디 있어요?,원예용 흙 제품 찾기,상토,"MATCH | ""상토"" is a type of 원예용 흙 (horticultural soil), so it's a good search term for finding 원예용 흙 제품 (horticultural soil products)."
MATCH,에어프라이어용 종이 호일 어디 있나요?,에프용 원형/사각 종이 호일 패키지 찾기,종이 호일,"MATCH | ""종이 호일"" is a core component of the intention ""에프용 원형/사각 종이 호일 패키지 찾기"". While the intention specifies usage and shape preferences, ""종이 호일"" is the fundamental product being searched for."
MATCH,와인 오프너 어디 있어요?,코르크 따개 또는 다용도 병따개 찾기,와인 오프너,"MATCH | ""와인 오프너"" directly translates to ""wine opener"" which is a suitable term for finding a corkscrew or a multipurpose bottle opener used for wine."
MATCH,싱크대 배수구 거름망 어디 있죠?,음식물 쓰레기 걸러주는 배수구망 찾기,싱크대 배수구 거름망,"MATCH | The extracted keyword ""싱크대 배수구 거름망"" directly and accurately describes the item the user is looking for (a sink drain strainer to catch food waste)."
MATCH,캠핑용 조명 어디 있어요?,야외용 랜턴 또는 감성 전구 찾기,캠핑용 조명,"MATCH | ""캠핑용 조명"" (camping lighting) is a direct and relevant search term for finding ""야외용 랜턴 또는 감성 전구"" (outdoor lanterns or mood lighting), as camping lighting encompasses both."
MATCH,실내화 주머니 어디 있나요?,신발 가방 또는 보관용 파우치 찾기,실내화 주머니,"MATCH | The extracted keyword ""실내화 주머니"" directly translates to ""indoor shoe bag"" or ""slipper bag,"" which perfectly aligns with the intention of finding a ""신발 가방"" (shoe bag) or ""보관용 파우치"" (storage pouch) specifically for shoes."
MATCH,붙이는 핫팩 어디 있어요?,의류 부착형 발열 패치 찾기,핫팩,"MATCH | ""핫팩"" is a general term for heat packs, and ""붙이는 핫팩"" (adhesive heat pack) is a type of 핫팩, so it's a relevant keyword to finding the product described in the intention, ""의류 부착형 발열 패치 찾기"" (finding clothing-attachable heat patches)."
MATCH,방충망 보수 테이프 어디 있죠?,구멍 난 방충망 수선용 스티커 찾기,방충망 보수 테이프,"MATCH | ""방충망 보수 테이프"" directly refers to a tape used to repair mosquito nets (방충망), aligning perfectly with the intention of finding a sticker for repairing holes in them."
MATCH,욕실 청소용 솔 어디 있어요?,바닥이나 타일 닦는 세척 솔 찾기,욕실 청소용 솔,"MATCH | The extracted keyword ""욕실 청소용 솔"" (bathroom cleaning brush) directly corresponds to the intention of finding a brush for cleaning the bathroom, specifically for floors or tiles."
MATCH,자석 화이트보드 어디 있나요?,메모용 보드판 및 관련 용품 찾기,자석 화이트보드,"MATCH | ""자석 화이트보드"" is a specific type of ""메모용 보드판"" and a good search term to find it."
MATCH,렌즈 세척액 어디 있어요?,콘택트렌즈용 다목적 용액(리뉴 등) 찾기,렌즈 세척액,"MATCH | ""렌즈 세척액"" is a direct translation of ""lens cleaning solution"" which is exactly what the user is looking for based on the target intention of finding multi-purpose contact lens solution (like Renu)."
MATCH,바느질 세트 어디 있나요?,비상용 실/바늘 키트 찾기,바느질 세트,"MATCH | ""바느질 세트"" directly translates to ""sewing kit,"" which is a common and reasonable way to search for a ""비상용 실/바늘 키트"" (emergency thread/needle kit)."
