Status,Question,Intention,Keyword,Note
MATCH,머리 감을 때 쓰는 브러쉬 어디 있어요?,두피 마사지 및 세정 (샴푸 브러쉬),브러쉬,"MATCH | The extracted keyword ""브러쉬"" is relevant as it refers to a brush used for hair washing, which aligns with the target intention of finding a scalp massage and cleansing product (샴푸 브러쉬)."
MISMATCH,방충망 구멍 났을 때 붙이는 스티커 어디 있나요?,방충망 보수 (방충망 보수 테이프),방충망 스티커,"MISMATCH | The extracted keyword ""방충망 스티커"" refers to a sticker for screens, which does not directly match the intention of finding a repair tape for screen holes (""방충망 보수"" or ""방충망 보수 테이프""). The intention specifically seeks a repair solution, while the keyword suggests a different type of product."
MISMATCH,그... 젤리 같은 건데 키보드 먼지 떼는 거 어디 있어요?,틈새 먼지 제거 (클리닝 젤),키보드 먼지 제거기,"MISMATCH | The extracted keyword ""키보드 먼지 제거기"" refers to a device for removing dust from keyboards, while the target intention is specifically about a cleaning gel for removing dust from gaps, which is a different type of product."
MATCH,안경 콧받침만 따로 팔아요?,안경 소모품 교체 (안경 코패드),콧받침,"MATCH | The extracted keyword ""콧받침"" directly refers to the nose pads of glasses, which aligns with the user's intention of looking for replacement parts for glasses, specifically the nose pads (코패드)."
MATCH,이어폰 귀에 닿는 고무 부분만 따로 있나요?,이어폰 소모품 교체 (이어팁),고무 부분,"MATCH | The extracted keyword ""고무 부분"" refers to the rubber part of the earphones, which aligns with the user's intention of finding replacement ear tips (이어팁) for earphones. This keyword is relevant and helps in locating the specific product described in the intention."
MATCH,압축봉 끝에 끼우는 거 어디 있어요?,압축봉 고정력 강화 및 벽 보호 (압축봉 지지대/캡),압축봉 끝에 끼우는 것,"MATCH | The extracted keyword ""압축봉 끝에 끼우는 것"" directly relates to the user's intention of finding a product that enhances the stability of a compression rod and protects the wall, as it describes the action of using a component that fits onto the end of a compression rod."
MATCH,나무 도구 관리할 때 바르는 거 어디 있죠?,"목재 보존 (우드 오일, 도마 관리유)",오일,"MATCH | The keyword ""오일"" (oil) is relevant as it relates to wood preservation products like wood oil, which aligns with the user's intention of finding a product for managing wooden tools."
MATCH,신발장에 넣어두는 냄새 제거제 어디 있어요?,신발장 탈취 (신발장 방향제/탈취제),냄새 제거제,"MATCH | The extracted keyword ""냄새 제거제"" (odor remover) is relevant and aligns with the target intention of finding a product for deodorizing the shoe cabinet. It captures the essence of the user's need for a deodorizing agent, which is essentially what a 탈취제 (deodorizer) or 방향제 (fragrance agent) does."
MISMATCH,그릇 겹쳐 놓을 때 사이에 끼우는 거 어디 있나요?,식기 긁힘 방지 (그릇 보호 패드),접시 정리대,"MISMATCH | The extracted keyword ""접시 정리대"" refers to a dish organizer, which does not directly address the user's intention of finding a protective pad to prevent scratching between stacked dishes. The intention is specifically about a protective item, while the extracted keyword suggests a storage solution."
MATCH,침대 시트 안 밀리게 고정하는 집게 어디 있어요?,침구 정리 유지 (매트리스 시트 고정 집게),집게,"MATCH | The extracted keyword ""집게"" (clip) is relevant as it directly relates to the user's intention of finding a product that helps secure the bed sheet in place, which is described as a ""매트리스 시트 고정 집게"" (mattress sheet fixing clip)."
MATCH,여행 갈 때 샴푸 담는 작은 통 세트 어디 있죠?,화장품 소분 (여행용 공병 세트),샴푸 통,"MATCH | The extracted keyword ""샴푸 통"" (shampoo container) is relevant to the user's intention of finding a small set of containers for travel, specifically for cosmetics. It aligns with the idea of a travel-sized container set, which includes shampoo."
MATCH,도시락 쌀 때 모양 내는 틀 어디 있어요?,"음식 장식 (주먹밥 틀, 컷팅 틀)",도시락 틀,"MATCH | The extracted keyword ""도시락 틀"" (lunch box mold) is relevant as it relates to the user's intention of finding tools for food decoration, specifically molds for shaping rice balls or cutting. It captures the essence of the user's request for a tool to shape food, aligning well with the target intention."
MATCH,수도꼭지에 끼워서 물 방향 바꾸는 거 어디 있나요?,세면대 사용 편의 (수도꼭지 연장/회전 노즐),수도꼭지 방향 전환기,"MATCH | The extracted keyword ""수도꼭지 방향 전환기"" directly relates to the user's intention of finding a product that changes the direction of water flow from a faucet, which aligns with the description of a ""수도꼭지 연장/회전 노즐"" for convenience in using a sink."
MATCH,장바구니 접어서 가방에 쏙 들어가는 거 어디 있어요?,휴대용 장바구니 (접이식 에코백),장바구니,"MATCH | The extracted keyword ""장바구니"" (basket) is relevant as it directly relates to the user's intention of finding a portable folding basket (휴대용 장바구니). While it may not be as specific as the full intention, it is a key term that would help in locating the desired product."
MISMATCH,에어프라이어 밑에 까는 종이 어디 있죠?,조리 기구 오염 방지 (에어프라이어 종이호일),종이,"MISMATCH | The extracted keyword ""종이"" (paper) is too vague and does not specifically refer to the product intended, which is ""에어프라이어 종이호일"" (air fryer paper). The user is looking for a specific type of paper designed for use in an air fryer to prevent contamination, and ""종이"" does not convey that specificity."
MATCH,베개 솜만 따로 파나요?,침구 소모품 구매 (베개 솜 내장재),베개 솜,"MATCH | The extracted keyword ""베개 솜"" directly relates to the user's intention of purchasing pillow filling (베개 솜 내장재), making it a suitable search term to fulfill the intention."
MATCH,옷에 보풀 일어난 거 깎아내는 기계 어디 있어요?,의류 관리 (보풀 제거기),보풀 제거기,"MATCH | The extracted keyword ""보풀 제거기"" directly corresponds to the user's intention of finding a device for removing lint from clothing, which aligns perfectly with the target intention of ""의류 관리 (보풀 제거기)""."
MATCH,방 문 밑에 틈새 막아서 바람 안 들어오게 하는 거 어디 있나요?,외풍 및 벌레 차단 (문하부 밀폐재/틈새막이),틈새막이,"MATCH | The extracted keyword ""틈새막이"" directly relates to the intention of blocking drafts and insects, as it refers to a product designed to seal gaps under doors. This aligns well with the user's request for a solution to prevent wind from entering through the gap under the door."
MISMATCH,가구 긁힌 데 색칠하는 펜 어디 있어요?,"가구 흠집 보수 (우드 마커, 가구 보수 펜)",펜,"MISMATCH | The extracted keyword ""펜"" is too vague and does not specifically indicate the type of pen needed for furniture repair, such as a wood marker or furniture repair pen, which are more aligned with the target intention."
MISMATCH,그... 돌리면 불 나오는 거... 촛불 켤 때 쓰는 거 어디 있죠?,"점화 도구 (가스 점화기, 캔들 라이터)",촛불,"MISMATCH | The extracted keyword ""촛불"" (candle) is related to the user's question about lighting candles, but it does not directly refer to the ignition tool (lighter) that the user is asking for. The target intention specifically mentions ""점화 도구"" (ignition tool), which is not captured by the keyword ""촛불."""
MATCH,손톱에 스티커 붙이는 거 어디 있어요?,셀프 네일 아트 (네일 스티커/팁),스티커,"MATCH | The keyword ""스티커"" (sticker) is relevant as it directly relates to the user's intention of finding nail stickers for self-nail art. It captures the essence of the product being sought."
MATCH,싱크대 밑에 냄비 정리하는 선반 어디 있나요?,싱크대 하부 수납 효율화 (프라이팬/냄비 정리대),선반,"MATCH | The keyword ""선반"" (shelf) is relevant as it relates to organizing pots and pans under the sink, which aligns with the intention of improving storage efficiency for cookware."
MISMATCH,물티슈 뚜껑만 따로 팔아요?,캡형 물티슈 재사용 (물티슈 캡),물티슈,"MISMATCH | The extracted keyword ""물티슈"" is too general and does not specifically address the user's intention of finding a ""캡형 물티슈"" or the cap for wet wipes. The intention focuses on the cap specifically, while the keyword only refers to wet wipes in general."
MATCH,화분 분갈이할 때 쓰는 큰 비닐 매트 어디 있어요?,원예 작업 시 청결 유지 (분갈이 매트),비닐 매트,"MATCH | The extracted keyword ""비닐 매트"" (vinyl mat) is relevant as it directly relates to the user's intention of finding a mat used for repotting plants, which is essential for maintaining cleanliness during gardening tasks."
MISMATCH,차 유리 깨졌을 때 임시로 붙이는 거 어디 있죠?,유리 파손 응급 보수 (유리 보수 테이프),임시 접착제,"MISMATCH | The extracted keyword ""임시 접착제"" (temporary adhesive) does not specifically refer to the product described in the intention, which is ""유리 보수 테이프"" (glass repair tape). While both terms relate to temporary fixes, the intention specifically seeks a type of tape designed for glass repair, making the extracted keyword less relevant."
MATCH,책 페이지 표시하는 끈 같은 거 어디 있나요?,"독서 위치 표시 (책갈피, 북마크)",책 페이지 표시 끈,"MATCH | The extracted keyword ""책 페이지 표시 끈"" translates to ""string for displaying book pages,"" which aligns with the target intention of ""독서 위치 표시 (책갈피, 북마크)"" meaning ""reading position marker (bookmark)."" Both terms refer to items used to mark a page in a book, making the keyword relevant to the user's search for a bookmark or similar product."
MISMATCH,"저기요, 고무장갑 제일 작은 거 어디 있어요?",특정 사이즈(S/소) 고무장갑 찾기,고무장갑,"MISMATCH | The extracted keyword ""고무장갑"" is too general and does not specify the size (S/소) that the user is looking for. The intention is to find a specific size of rubber gloves, so the keyword does not fully match the user's request."
MISMATCH,"혹시 3,000원짜리 슬리퍼 여기 있는 게 다인가요?",특정 가격대 상품의 디자인 다양성 또는 추가 재고 확인,슬리퍼,"MISMATCH | The extracted keyword ""슬리퍼"" (slippers) is too general and does not specifically address the user's intention of inquiring about the variety of designs or additional stock for slippers priced at 3,000 won. The intention focuses on a specific price range and the diversity of options, which is not captured by the single keyword."
MISMATCH,이거 바구니 뚜껑은 따로 안 팔아요?,본체와 별도로 구성품(뚜껑)만 단독 구매 가능 여부 확인,바구니,"MISMATCH | The extracted keyword ""바구니"" (basket) does not specifically address the user's intention to inquire about the separate purchase of the lid (뚜껑) for the basket. The focus of the intention is on the lid as a standalone component, which is not captured by the keyword."
MISMATCH,아이폰 충전기 줄 긴 거 어디 있어요?,길이(1.5m~2m 이상)가 긴 8핀 또는 C to 라이트닝 케이블 찾기,아이폰 충전기,"MISMATCH | The extracted keyword ""아이폰 충전기"" is too general and does not specify the length or type of cable (8-pin or C to Lightning) that the user is looking for. The target intention specifically mentions a long cable (1.5m~2m or more), which is not captured in the extracted keyword."
MISMATCH,종이컵 50개 들어있는 거 어디 있죠?,특정 수량(대용량) 패키지 종이컵 찾기,종이컵,"MISMATCH | The extracted keyword ""종이컵"" (paper cup) is too general and does not specify the quantity of 50 cups, which is crucial for fulfilling the user's intention of finding a specific large quantity package of paper cups."
MATCH,벽에 붙이는 고리 좀 찾으려는데요.,"타공 없는 수납 도구(점착 후크, 흡착 행거) 찾기",고리,"MATCH | The keyword ""고리"" (ring or hook) is relevant as it relates to the user's intention of finding a non-drilling storage tool, such as adhesive hooks or suction hangers, which are types of hooks that can be attached to walls without drilling."
MATCH,여기 건전지 코너가 어디예요?,"건전지(AA, AAA 등) 통합 진열 구역 찾기",건전지,"MATCH | The extracted keyword ""건전지"" directly relates to the user's intention of finding the battery display area, as it specifically refers to batteries, which is the product they are looking for."
MATCH,주방 가위 싼 거 어디 있나요?,"저가형(1,000원~2,000원) 주방용 절단 도구 찾기",주방 가위,"MATCH | The extracted keyword ""주방 가위"" (kitchen scissors) is relevant to the user's intention of finding a low-cost kitchen cutting tool, as it directly refers to a type of kitchen tool that fits within the specified price range."
MATCH,압축팩 큰 사이즈 재고 더 없나요?,이불/의류용 대형 압축팩 추가 물량 확인,압축팩,"MATCH | The extracted keyword ""압축팩"" directly relates to the user's inquiry about the availability of large-sized compression bags, which aligns with the target intention of confirming additional stock for large compression bags used for bedding or clothing."
MATCH,샤워기 헤드 바꾸고 싶은데 어디로 가야 하죠?,욕실 용품 중 수전/교체용 헤드 코너 찾기,샤워기 헤드,"MATCH | The extracted keyword ""샤워기 헤드"" directly relates to the user's intention of finding a replacement showerhead in the bathroom supplies section, making it a suitable search term."
MATCH,박스테이프 투명한 거 어디 있어요?,포장용 투명 OPP 테이프 찾기,박스테이프,"MATCH | The extracted keyword ""박스테이프"" (box tape) is relevant to the target intention of finding ""포장용 투명 OPP 테이프"" (transparent OPP tape for packaging), as both refer to types of tape used for packaging purposes."
MISMATCH,섬유유연제 리필용 어디 있나요?,본품 외 경제적인 리필 파우치 형태 제품 찾기,섬유유연제,"MISMATCH | The extracted keyword ""섬유유연제"" (fabric softener) is too broad and does not specifically indicate the search for refill pouches, which is the focus of the user's intention. The intention is looking for economical refill options, which is not captured by the general term for fabric softener."
MATCH,물티슈 100매짜리 어디 있어요?,대용량(100매 이상) 물티슈 찾기,물티슈,"MATCH | The extracted keyword ""물티슈"" is relevant as it directly relates to the user's intention of finding a large pack (100 sheets or more) of wet wipes. While it does not specify the quantity, it is a general term that encompasses the product the user is looking for."
MATCH,여행용 치약 칫솔 세트 어디 있죠?,휴대용 구강 위생 키트 찾기,치약 칫솔 세트,"MATCH | The extracted keyword ""치약 칫솔 세트"" directly relates to the user's intention of finding a portable oral hygiene kit, as it specifically mentions the toothpaste and toothbrush set that are typically included in such kits."
MATCH,종이 쇼핑백 좀 사고 싶은데요.,선물이나 물건 담기용 종이 가방 찾기,쇼핑백,"MATCH | The extracted keyword ""쇼핑백"" (shopping bag) is relevant to the user's intention of finding paper bags for gifts or carrying items, as it directly relates to the type of product they are looking for."
MATCH,S자 고리 어디에 있나요?,걸이식 수납을 위한 S형 후크 찾기,S자 고리,"MATCH | The extracted keyword ""S자 고리"" directly relates to the user's intention of finding an S-shaped hook for hanging storage, making it a suitable search term."
MATCH,줄 이어폰 아직 팔아요?,블루투스 외 유선 이어폰(3.5mm/C타입) 재고 확인,줄 이어폰,"MATCH | The extracted keyword ""줄 이어폰"" refers to wired earphones, which aligns with the user's intention to check the stock of wired earphones (3.5mm/C-type) along with Bluetooth options."
MATCH,A4 클리어 파일 어디 있어요?,서류 보관용 내지 포함 파일첩 찾기,클리어 파일,"MATCH | The extracted keyword ""클리어 파일"" directly relates to the user's intention of finding a file folder that includes document storage, as ""클리어 파일"" refers to a type of clear file used for organizing documents."
MATCH,반찬통 유리로 된 거 어디 있죠?,내열유리 또는 일반 유리 소재 밀폐용기 찾기,반찬통,"MATCH | The extracted keyword ""반찬통"" (banchan container) is relevant as it refers to a type of container used for storing side dishes, which aligns with the user's intention to find a heat-resistant or regular glass container for food storage."
MATCH,캠핑용 돗자리 어디 있어요?,야외용 매트 또는 은박 돗자리 찾기,돗자리,"MATCH | The extracted keyword ""돗자리"" directly relates to the user's intention of finding an outdoor mat or reflective mat for camping, as ""돗자리"" refers to a mat used for sitting or lying on, which aligns with the search for camping gear."
MATCH,쓰레기 종량제 봉투는 계산대에서 사나요?,구청 지정 쓰레기 봉투 판매 위치 확인,쓰레기 종량제 봉투,"MATCH | The extracted keyword ""쓰레기 종량제 봉투"" directly relates to the user's question about where to purchase the designated garbage bags, aligning well with the target intention of confirming the sales location for these specific bags."
MISMATCH,"우산 5,000원짜리 어디 있어요?",다이소 내 고가(장우산/자동우산) 라인업 찾기,우산,"MISMATCH | The extracted keyword ""우산"" (umbrella) is too general and does not specify the price range or type of umbrella (high-end, automatic) that the user is looking for, which is essential to fulfill the intention of finding a specific lineup at 다이소."
MATCH,애들 노는 클레이 어디 있나요?,"점토 놀이(아이클레이, 컬러 점토) 코너 찾기",클레이,"MATCH | The keyword ""클레이"" (clay) is relevant as it directly relates to the intention of finding a corner for clay play (점토 놀이). It captures the essence of the product being sought, which includes items like 아이클레이 (I-clay) and 컬러 점토 (color clay)."
MATCH,강아지 간식 코너 어디예요?,반려동물 식품(개 간식) 구역 찾기,간식,"MATCH | The keyword ""간식"" (snack) is relevant as it directly relates to the intention of finding a section for pet food, specifically dog snacks. It helps in locating the desired area for dog treats."
MATCH,여자 덧버선 어디 있어요?,신발 밖으로 안 보이는 여성용 페이크삭스 찾기,덧버선,"MATCH | ""덧버선"" refers to a type of women's sock that is designed to be worn with shoes without being visible, which aligns with the intention of finding ""신발 밖으로 안 보이는 여성용 페이크삭스"" (invisible women's fake socks)."
MATCH,주방 세제 퐁퐁 어디 있죠?,식기 세척용 액체 세제 찾기,주방 세제,"MATCH | The extracted keyword ""주방 세제"" (kitchen detergent) is relevant and aligns well with the target intention of finding ""식기 세척용 액체 세제"" (liquid dishwashing detergent), as both terms refer to cleaning products used in the kitchen."
MISMATCH,일회용 면도기 어디 있어요?,여행/비상용 다회 패키지 면도기 찾기,일회용 면도기,"MISMATCH | The extracted keyword ""일회용 면도기"" (disposable razor) does not align with the target intention of finding a ""travel/emergency multi-use package razor,"" which suggests a preference for reusable or multi-use razors rather than disposable ones."
MATCH,3구 멀티탭 어디 있나요?,소켓이 3개인 전원 연장선 찾기,멀티탭,"MATCH | The extracted keyword ""멀티탭"" (which translates to ""power strip"" or ""multi-outlet"") is relevant to the user's intention of finding a power extension with three sockets, as a 멀티탭 typically has multiple outlets."
MATCH,수납함 투명한 거 어디 있어요?,내용물 확인이 쉬운 플라스틱 정리함 찾기,수납함,"MATCH | The extracted keyword ""수납함"" (storage box) is relevant as it directly relates to the user's intention of finding a transparent plastic organizer that allows for easy content visibility."
MATCH,꽃 가위 어디 있죠?,원예용 전정 가위 또는 꽃꽂이 가위 찾기,꽃 가위,"MATCH | The extracted keyword ""꽃 가위"" directly relates to the user's intention of finding ""원예용 전정 가위 또는 꽃꽂이 가위,"" as it specifies a type of scissors used for flowers, which aligns with the search for gardening or floral arrangement scissors."
MATCH,부탄가스 어디 있어요?,휴대용 가스레인지용 연료 찾기,부탄가스,"MATCH | The extracted keyword ""부탄가스"" directly relates to the user's intention of finding fuel for a portable gas stove, as butane gas is commonly used for that purpose."
MATCH,바지 걸이 어디 있나요?,하의 전용 집게형 또는 개방형 옷걸이 찾기,바지 걸이,"MATCH | The extracted keyword ""바지 걸이"" directly relates to the user's intention of finding a specific type of pants hanger, which is a ""하의 전용 집게형 또는 개방형 옷걸이"". The keyword accurately captures the essence of the search for a pants hanger."
MATCH,욕실 실리콘 투명한 거 어디 있어요?,욕실 보수용 투명 충전재/코킹재 찾기,실리콘,"MATCH | The extracted keyword ""실리콘"" (silicone) is relevant as it directly relates to the intention of finding a transparent filling material or caulking material for bathroom repairs."
MATCH,의자 다리에 끼우는 소음 방지 캡 어디 있죠?,가구 이동 소음 및 바닥 긁힘 방지 캡 찾기,소음 방지 캡,"MATCH | The extracted keyword ""소음 방지 캡"" directly relates to the user's intention of finding a product that prevents noise and protects the floor when moving furniture, which aligns well with the target intention."
MATCH,식물 물 주는 분무기 어디 있어요?,원예용 스프레이 공병 찾기,분무기,"MATCH | The extracted keyword ""분무기"" (spray bottle) is relevant and aligns well with the target intention of finding a ""원예용 스프레이 공병"" (gardening spray bottle). It directly refers to the type of product the user is looking for."
MATCH,포스트잇 노란색 어디 있나요?,점착 메모지(표준형) 찾기,포스트잇,"MATCH | The extracted keyword ""포스트잇"" (Post-it) is relevant as it directly refers to the type of sticky note (점착 메모지) the user is looking for, which aligns with the target intention of finding standard sticky notes."
MATCH,빨래 바구니 큰 거 어디 있어요?,대용량 세탁물 보관함 찾기,빨래 바구니,"MATCH | The extracted keyword ""빨래 바구니"" (laundry basket) is relevant to the target intention of finding a ""대용량 세탁물 보관함"" (large capacity laundry storage). While it may not specify the large capacity aspect, it is still a related term that could lead to finding suitable products for storing laundry."
MATCH,커튼 달 때 쓰는 봉 어디 있죠?,못 없이 설치하는 압축봉 또는 일반 커튼봉 찾기,봉,"MATCH | The extracted keyword ""봉"" is relevant as it refers to the rod or pole used for hanging curtains, which aligns with the user's intention of finding a curtain rod (압축봉 또는 일반 커튼봉)."
MATCH,방향제 코너 어디예요?,"디퓨저, 자동 분사기, 젤형 방향제 구역 찾기",방향제,"MATCH | The extracted keyword ""방향제"" (which means ""air freshener"") is relevant as it encompasses the products described in the target intention, such as diffusers, automatic sprayers, and gel-type air fresheners. It helps in locating the section where these products can be found."
MISMATCH,빨래망 사각으로 된 거 어디 있어요?,특정 형태(사각)의 세탁 보호망 찾기,빨래망,"MISMATCH | The extracted keyword ""빨래망"" is too general and does not specify the desired shape (사각) of the laundry net, which is crucial for fulfilling the user's intention of finding a specific type of laundry protection net."
MATCH,핸드폰 거치대 차에서 쓰는 거 어디 있죠?,차량용 송풍구/대시보드 스마트폰 거치대 찾기,핸드폰 거치대,"MATCH | The extracted keyword ""핸드폰 거치대"" (smartphone holder) is relevant and helps find the product described in the intention, which is specifically looking for a vehicle-mounted smartphone holder."
MATCH,양면테이프 강력한 거 어디 있어요?,접착력이 강한 아크릴 또는 폼 양면테이프 찾기,양면테이프,"MATCH | The extracted keyword ""양면테이프"" (double-sided tape) is relevant to the user's intention of finding a strong adhesive double-sided tape, specifically acrylic or foam types. It captures the main product the user is looking for."
MATCH,흰색 실내화 240 사이즈 있나요?,특정 컬러 및 사이즈의 실내화/실습화 확인,실내화,"MATCH | The extracted keyword ""실내화"" (indoor shoes) is relevant as it directly relates to the user's inquiry about a specific color and size of indoor shoes. It helps in finding the product described in the intention."
MATCH,전자레인지용 덮개 어디 있어요?,가열 시 음식 튐 방지용 플라스틱 커버 찾기,덮개,"MATCH | The extracted keyword ""덮개"" (cover) is relevant as it directly relates to the user's intention of finding a plastic cover for preventing food splatter in the microwave."
MATCH,현관문에 붙이는 자석 후크 어디 있죠?,철제문에 부착 가능한 강력 자석 고리 찾기,자석 후크,"MATCH | The extracted keyword ""자석 후크"" is relevant as it directly relates to the user's intention of finding a strong magnetic hook that can be attached to a metal door. The term captures the essence of the product being sought."
MATCH,창문에 붙이는 뽁뽁이 어디 있어요?,단열용 에어캡 시트 찾기,뽁뽁이,"MATCH | The extracted keyword ""뽁뽁이"" refers to bubble wrap or air cap sheets, which aligns with the target intention of finding ""단열용 에어캡 시트"" (insulation air cap sheets). Therefore, it is a reasonable search term to fulfill the intention."
MISMATCH,동전 건전지 어디 있나요?,리튬 단추형 건전지(CR계열) 찾기,건전지,"MISMATCH | The extracted keyword ""건전지"" is too general and does not specify the type of battery the user is looking for, which is a lithium button cell battery (CR series). The intention requires a more specific term to effectively find the desired product."
MATCH,나무 뒤집개 어디 있어요?,조리도구 중 우드 소재 뒤집개 찾기,나무 뒤집개,"MATCH | The extracted keyword ""나무 뒤집개"" directly corresponds to the user's intention of finding a wooden spatula among cooking tools, making it a suitable search term."
MATCH,화장품 담는 작은 공병 어디 있죠?,소분용 펌프/스프레이/크림 용기 찾기,공병,"MATCH | ""공병"" refers to a small container, which aligns with the user's intention of finding small containers for cosmetics, such as pumps, sprays, or cream containers."
MATCH,벽에 자국 안 남는 테이프 어디 있어요?,제거 시 흔적 없는 마스킹 테이프 또는 실리콘 테이프 찾기,테이프,"MATCH | The extracted keyword ""테이프"" (tape) is relevant as it encompasses the type of product the user is looking for, which is a masking tape or silicone tape that leaves no marks. While it is a broad term, it aligns with the user's intention to find a specific type of tape."
MATCH,순간접착제 어디 있나요?,강력하고 빠른 접착이 가능한 액상 접착제 찾기,순간접착제,"MATCH | The extracted keyword ""순간접착제"" (super glue) directly relates to the user's intention of finding a strong and fast-acting liquid adhesive, as 순간접착제 is known for its quick bonding capabilities."
MATCH,스테인리스 빨대 어디 있어요?,다회용 금속 빨대 세트 찾기,스테인리스 빨대,"MATCH | The extracted keyword ""스테인리스 빨대"" (stainless steel straw) is relevant and helps find the product described in the intention, which is looking for a reusable metal straw set."
MATCH,리빙박스 제일 큰 거 어디 있죠?,대용량 의류/잡동사니 수납함 찾기,리빙박스,"MATCH | The extracted keyword ""리빙박스"" (living box) is relevant as it directly relates to the user's intention of finding a large storage box for clothing and miscellaneous items."
MATCH,손잡이 있는 플라스틱 바구니 어디 있어요?,이동이 편리한 수납 바구니 찾기,바구니,"MATCH | The extracted keyword ""바구니"" (basket) is relevant to the user's intention of finding a convenient storage basket with a handle, as it directly relates to the product being sought."
MATCH,미끄럼 방지 패드 어디 있나요?,카페트나 가구 밑에 까는 논슬립 패드 찾기,미끄럼 방지 패드,"MATCH | The extracted keyword ""미끄럼 방지 패드"" directly corresponds to the user's intention of finding a non-slip pad to place under carpets or furniture, making it a suitable search term."
MATCH,페달 밟는 쓰레기통 어디 있어요?,손을 안 쓰고 여는 페달식 휴지통 찾기,페달 쓰레기통,"MATCH | The extracted keyword ""페달 쓰레기통"" directly relates to the user's intention of finding a foot-operated trash can, which is described as a ""페달식 휴지통."" The keyword effectively captures the essential feature of the product the user is looking for."
MATCH,무선 마우스 어디 있나요?,블루투스 또는 리시버형 PC 마우스 찾기,무선 마우스,"MATCH | The extracted keyword ""무선 마우스"" (wireless mouse) aligns well with the target intention of finding a Bluetooth or receiver-type PC mouse, as both types of mice fall under the category of wireless mice."
MATCH,검정색 면 마스크 어디 있어요?,일회용 외 다회용 검은색 천 마스크 찾기,면 마스크,"MATCH | The extracted keyword ""면 마스크"" (cotton mask) is relevant to the user's intention of finding black fabric masks, as it specifies the type of mask (fabric) they are looking for. While it does not explicitly mention ""black"" or ""disposable,"" it aligns well with the intention of finding reusable fabric masks."
MATCH,멀티탭 5미터짜리 있나요?,케이블 길이가 매우 긴 연장선 확인,멀티탭,"MATCH | The keyword ""멀티탭"" (multitap) is relevant as it refers to a power strip, which is likely to be associated with the intention of checking for a long extension cable (5 meters). The user is inquiring about a specific type of multitap, which aligns with the intention of finding a long extension cord."
MATCH,아기들 칫솔 어디 있어요?,영유아용 작은 헤드와 부드러운 모 칫솔 찾기,아기들 칫솔,"MATCH | The extracted keyword ""아기들 칫솔"" directly relates to the target intention of finding a toothbrush suitable for infants, which includes features like a small head and soft bristles. It captures the essence of the user's request effectively."
MATCH,포스터 붙일 때 쓰는 껌 같은 거 어디 있어요?,벽 손상 없는 점착 점토(블루택류) 찾기,포스터 껌,"MATCH | The extracted keyword ""포스터 껌"" refers to a type of adhesive used for sticking posters, which aligns with the user's intention of finding a non-damaging adhesive like blue tack. It captures the essence of the product being sought."
MATCH,신발 탈취제 어디 있나요?,신발 내부 냄새 제거 스프레이나 볼 찾기,탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorizer) is relevant as it directly relates to the intention of finding a product to remove odors from shoes, which includes sprays or balls designed for that purpose."
MATCH,하수구 뚫는 세제 어디 있어요?,배수관 세정제(배수구 뻥) 찾기,하수구 뚫는 세제,"MATCH | The extracted keyword ""하수구 뚫는 세제"" directly relates to the user's intention of finding a ""배수관 세정제"" (drain cleaner). Both phrases refer to a product used for cleaning drains, making the keyword relevant and appropriate for fulfilling the user's search intent."
MATCH,먼지 제거하는 스프레이 어디 있죠?,기기 청소용 에어 스프레이 찾기,먼지 제거 스프레이,"MATCH | The extracted keyword ""먼지 제거 스프레이"" (dust removal spray) is relevant and closely aligns with the target intention of finding a cleaning spray for devices. It captures the essence of the user's request for a spray that removes dust, which is suitable for cleaning purposes."
MATCH,김장용 비닐봉투 큰 거 어디 있어요?,대형 사이즈 김장 비닐 또는 다용도 대형 비닐 찾기,비닐봉투,"MATCH | The extracted keyword ""비닐봉투"" (plastic bag) is relevant as it pertains to the user's intention of finding large-sized plastic bags for kimjang (making kimchi). While it is not as specific as ""대형 사이즈 김장 비닐"" (large-sized kimjang plastic), it still captures the essence of the request for a type of bag suitable for that purpose."
MATCH,전선 정리하는 타이 어디 있나요?,일회용 케이블 타이 또는 벨크로 타이 찾기,전선 정리 타이,"MATCH | The extracted keyword ""전선 정리 타이"" (wire organizing tie) is relevant to the target intention of finding ""일회용 케이블 타이 또는 벨크로 타이"" (disposable cable ties or Velcro ties), as it encompasses the concept of organizing wires, which is closely related to the types of ties mentioned in the intention."
MATCH,가구 밑에 붙이는 부직포 어디 있어요?,긁힘 방지용 접착 부직포 패드 찾기,부직포,"MATCH | The extracted keyword ""부직포"" (non-woven fabric) is relevant as it directly relates to the product described in the intention, which is a non-woven fabric pad used to prevent scratches. While it is not as specific as the full intention, it is a key component of the product being sought."
MATCH,보풀 제거기 어디 있죠?,의류 보풀 제거용 전동 기기 찾기,보풀 제거기,"MATCH | The extracted keyword ""보풀 제거기"" directly refers to a device used for removing lint from clothing, which aligns perfectly with the target intention of finding an electric lint remover for clothing."
MATCH,택배 쌀 때 쓰는 뽁뽁이 어디 있어요?,포장용 완충 에어캡 찾기,뽁뽁이,"MATCH | The extracted keyword ""뽁뽁이"" refers to bubble wrap, which is a type of packaging material used for cushioning items during shipping. This aligns well with the target intention of finding ""포장용 완충 에어캡"" (packaging cushioning air cap), as both terms relate to protective packaging materials."
